tickNum	node1	node2	node3	node4	node5	node6	node7	node8	node9	node10
326	0.81	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.79	0.75
327	0.81	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.79	0.76
328	0.81	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.78	0.76
329	0.81	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.78	0.76
330	0.81	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.78	0.76
331	0.81	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.79	0.76
332	0.81	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.79	0.76
333	0.80	0.80	0.77	0.80	0.78	0.74	0.80	0.80	0.79	0.76
334	0.81	0.80	0.77	0.80	0.78	0.74	0.81	0.80	0.78	0.76
335	0.80	0.80	0.77	0.79	0.78	0.74	0.81	0.80	0.79	0.76
336	0.80	0.79	0.77	0.79	0.78	0.74	0.81	0.80	0.79	0.76
337	0.80	0.80	0.77	0.79	0.78	0.74	0.81	0.80	0.79	0.76
338	0.80	0.80	0.77	0.79	0.78	0.74	0.81	0.80	0.79	0.76
339	0.81	0.80	0.77	0.79	0.78	0.74	0.81	0.80	0.79	0.76
340	0.80	0.80	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.76
341	0.80	0.79	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
342	0.80	0.80	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
343	0.80	0.80	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
344	0.81	0.80	0.76	0.79	0.79	0.74	0.81	0.80	0.78	0.77
345	0.80	0.80	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
346	0.80	0.79	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
347	0.80	0.80	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
348	0.80	0.79	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
349	0.80	0.79	0.77	0.79	0.79	0.74	0.81	0.80	0.79	0.77
350	0.80	0.79	0.77	0.79	0.79	0.74	0.81	0.79	0.79	0.77
351	0.80	0.79	0.77	0.79	0.79	0.74	0.81	0.79	0.79	0.76
352	0.80	0.80	0.77	0.79	0.78	0.74	0.81	0.80	0.79	0.76
353	0.80	0.80	0.77	0.79	0.78	0.75	0.81	0.80	0.79	0.76
354	0.80	0.79	0.77	0.79	0.78	0.75	0.81	0.80	0.79	0.76
355	0.80	0.79	0.77	0.79	0.78	0.75	0.81	0.80	0.79	0.76
356	0.80	0.79	0.77	0.79	0.78	0.75	0.80	0.79	0.79	0.76
357	0.80	0.80	0.77	0.79	0.78	0.75	0.80	0.80	0.79	0.76
358	0.80	0.80	0.77	0.79	0.78	0.75	0.80	0.80	0.79	0.76
359	0.80	0.80	0.77	0.79	0.78	0.75	0.80	0.80	0.79	0.76
360	0.80	0.79	0.78	0.79	0.78	0.75	0.80	0.80	0.79	0.76
361	0.80	0.80	0.78	0.79	0.78	0.75	0.80	0.80	0.79	0.76
362	0.80	0.80	0.78	0.79	0.78	0.75	0.79	0.80	0.78	0.76
363	0.80	0.79	0.78	0.79	0.78	0.75	0.79	0.80	0.79	0.76
364	0.80	0.79	0.78	0.79	0.78	0.75	0.79	0.80	0.78	0.76
365	0.80	0.79	0.78	0.79	0.78	0.75	0.79	0.79	0.78	0.76
366	0.80	0.80	0.78	0.79	0.78	0.75	0.79	0.80	0.78	0.76
367	0.80	0.80	0.78	0.79	0.78	0.75	0.79	0.80	0.78	0.76
368	0.80	0.80	0.78	0.79	0.79	0.76	0.79	0.80	0.78	0.76
369	0.80	0.80	0.78	0.79	0.79	0.76	0.79	0.80	0.78	0.76
370	0.81	0.80	0.78	0.79	0.79	0.75	0.79	0.80	0.78	0.76
371	0.81	0.80	0.78	0.80	0.79	0.75	0.79	0.80	0.78	0.77
372	0.81	0.80	0.78	0.80	0.79	0.75	0.79	0.80	0.78	0.77
373	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
374	0.81	0.80	0.78	0.80	0.79	0.75	0.79	0.80	0.79	0.77
375	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
376	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
377	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
378	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
379	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
380	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
381	0.81	0.80	0.77	0.80	0.79	0.75	0.80	0.80	0.79	0.77
382	0.81	0.80	0.77	0.80	0.79	0.75	0.80	0.80	0.79	0.77
383	0.81	0.80	0.77	0.80	0.79	0.75	0.80	0.80	0.79	0.77
384	0.81	0.80	0.77	0.80	0.79	0.75	0.80	0.80	0.79	0.77
385	0.81	0.80	0.77	0.80	0.79	0.75	0.80	0.80	0.79	0.77
386	0.81	0.80	0.77	0.80	0.79	0.75	0.80	0.80	0.79	0.77
387	0.81	0.80	0.77	0.80	0.79	0.75	0.80	0.80	0.79	0.77
388	0.80	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
389	0.80	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
390	0.81	0.80	0.77	0.79	0.79	0.75	0.79	0.80	0.79	0.77
391	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
392	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
393	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.76
394	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.76
395	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.76
396	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.76
397	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.76
398	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.76
399	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.76
400	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
401	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
402	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
403	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
404	0.81	0.80	0.77	0.80	0.79	0.75	0.78	0.80	0.79	0.76
405	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
406	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
407	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
408	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
409	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
410	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
411	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.81	0.79	0.77
412	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.81	0.79	0.77
413	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
414	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
415	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
416	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
417	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
418	0.81	0.80	0.78	0.80	0.80	0.75	0.78	0.80	0.79	0.77
419	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.79	0.77
420	0.81	0.80	0.77	0.80	0.80	0.75	0.78	0.80	0.79	0.77
421	0.81	0.81	0.77	0.80	0.80	0.75	0.78	0.81	0.79	0.77
422	0.81	0.80	0.77	0.80	0.80	0.75	0.78	0.81	0.79	0.77
423	0.81	0.80	0.78	0.80	0.80	0.75	0.78	0.81	0.79	0.77
424	0.81	0.80	0.78	0.80	0.80	0.75	0.78	0.80	0.79	0.77
425	0.81	0.80	0.77	0.80	0.80	0.76	0.78	0.80	0.79	0.77
426	0.81	0.80	0.77	0.80	0.80	0.75	0.78	0.80	0.79	0.77
427	0.81	0.80	0.78	0.80	0.79	0.75	0.78	0.80	0.79	0.77
428	0.81	0.80	0.77	0.80	0.79	0.75	0.78	0.80	0.79	0.77
429	0.81	0.80	0.77	0.80	0.79	0.75	0.78	0.80	0.79	0.77
430	0.81	0.80	0.77	0.80	0.79	0.75	0.78	0.80	0.79	0.77
431	0.81	0.81	0.77	0.80	0.79	0.75	0.78	0.81	0.79	0.77
432	0.81	0.80	0.77	0.80	0.79	0.75	0.78	0.81	0.79	0.77
433	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.81	0.79	0.77
434	0.81	0.80	0.77	0.80	0.79	0.75	0.79	0.80	0.79	0.77
435	0.81	0.80	0.77	0.80	0.80	0.75	0.78	0.80	0.79	0.77
436	0.81	0.81	0.77	0.80	0.80	0.75	0.78	0.81	0.79	0.77
437	0.81	0.81	0.77	0.80	0.80	0.75	0.78	0.81	0.79	0.77
438	0.81	0.81	0.77	0.80	0.80	0.75	0.79	0.81	0.79	0.77
439	0.81	0.81	0.77	0.80	0.79	0.75	0.79	0.81	0.79	0.77
440	0.81	0.80	0.78	0.80	0.80	0.75	0.79	0.81	0.79	0.77
441	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.81	0.79	0.77
442	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.81	0.79	0.77
443	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.81	0.79	0.77
444	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
445	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
446	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
447	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.81	0.80	0.77
448	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
449	0.81	0.80	0.78	0.80	0.80	0.75	0.79	0.80	0.80	0.77
450	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
451	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
452	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
453	0.81	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
454	0.80	0.80	0.78	0.80	0.80	0.75	0.79	0.80	0.80	0.77
455	0.80	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
456	0.80	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
457	0.80	0.80	0.77	0.80	0.80	0.75	0.79	0.80	0.80	0.77
458	0.80	0.80	0.78	0.80	0.80	0.75	0.79	0.80	0.80	0.78
459	0.80	0.80	0.78	0.80	0.80	0.75	0.80	0.80	0.80	0.78
460	0.80	0.80	0.77	0.80	0.80	0.75	0.80	0.80	0.80	0.78
461	0.80	0.80	0.77	0.79	0.80	0.75	0.79	0.80	0.80	0.78
462	0.80	0.79	0.77	0.79	0.80	0.75	0.79	0.80	0.80	0.77
463	0.80	0.79	0.78	0.79	0.80	0.75	0.79	0.80	0.80	0.77
464	0.80	0.79	0.78	0.79	0.80	0.75	0.80	0.80	0.80	0.77
465	0.80	0.79	0.78	0.79	0.80	0.75	0.80	0.80	0.80	0.77
466	0.80	0.79	0.78	0.79	0.80	0.76	0.80	0.79	0.80	0.77
467	0.80	0.79	0.78	0.79	0.80	0.76	0.80	0.79	0.80	0.77
468	0.80	0.79	0.78	0.79	0.80	0.75	0.80	0.79	0.80	0.77
469	0.80	0.80	0.77	0.79	0.80	0.75	0.80	0.80	0.80	0.77
470	0.80	0.80	0.77	0.79	0.80	0.75	0.80	0.80	0.80	0.77
471	0.80	0.79	0.77	0.79	0.80	0.75	0.80	0.80	0.80	0.77
472	0.80	0.79	0.78	0.79	0.79	0.75	0.80	0.80	0.80	0.77
473	0.80	0.79	0.78	0.79	0.79	0.75	0.80	0.79	0.80	0.77
474	0.80	0.80	0.77	0.79	0.79	0.76	0.80	0.80	0.80	0.77
475	0.80	0.80	0.77	0.79	0.79	0.75	0.80	0.80	0.80	0.77
476	0.80	0.80	0.78	0.79	0.79	0.75	0.80	0.80	0.80	0.77
477	0.80	0.79	0.78	0.79	0.79	0.75	0.80	0.80	0.80	0.77
478	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.80	0.80	0.77
479	0.80	0.80	0.78	0.79	0.79	0.76	0.80	0.80	0.80	0.76
480	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.80	0.80	0.76
481	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.80	0.80	0.76
482	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.79	0.80	0.76
483	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.80	0.80	0.76
484	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.79	0.80	0.76
485	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.79	0.80	0.76
486	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.79	0.80	0.76
487	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.79	0.80	0.76
488	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.79	0.80	0.76
489	0.80	0.79	0.78	0.79	0.79	0.76	0.80	0.79	0.80	0.76
490	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.80	0.76
491	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.80	0.76
492	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.80	0.76
493	0.80	0.79	0.78	0.79	0.80	0.76	0.79	0.80	0.80	0.76
494	0.80	0.79	0.78	0.79	0.80	0.76	0.79	0.80	0.80	0.77
495	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.80	0.77
496	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.80	0.76
497	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.80	0.76
498	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.81	0.77
499	0.80	0.79	0.78	0.79	0.79	0.76	0.79	0.79	0.81	0.76
